order_id,customer_name,customer_contact,employee_first_name,employee_last_name,order_date,shipper_name,quantity,product_name,product_price,category_name,supplier_name,supplier_contact
10284,"Lehmanns Marktstand","Renate Messner",Margaret,Peacock,1996-08-19,"Speedy Express",20,"Camembert Pierrot",34,"Dairy Products","Gai paturage","Eliane Noz"
10343,"Lehmanns Marktstand","Renate Messner",Margaret,Peacock,1996-10-31,"Speedy Express",50,"Wimmers gute Semmelknodel",33.25,Grains/Cereals,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10284,"Lehmanns Marktstand","Renate Messner",Margaret,Peacock,1996-08-19,"Speedy Express",5,"Laughing Lumberjack Lager",14,Beverages,"Bigfoot Breweries","Cheryl Saylor"
10284,"Lehmanns Marktstand","Renate Messner",Margaret,Peacock,1996-08-19,"Speedy Express",21,"Gula Malacca",19.45,Condiments,"Leka Trading","Chandra Leka"
10284,"Lehmanns Marktstand","Renate Messner",Margaret,Peacock,1996-08-19,"Speedy Express",15,"Schoggi Schokolade",43.9,Confections,"Heli Susswaren GmbH and Co. KG","Petra Winkler"
10279,"Lehmanns Marktstand","Renate Messner",Laura,Callahan,1996-08-13,"United Package",15,"Alice Mutton",39,Meat/Poultry,"Pavlova, Ltd.","Ian Devling"
10296,LILA-Supermercado,"Carlos Gonzalez",Michael,Suyama,1996-09-03,"Speedy Express",15,Gudbrandsdalsost,36,"Dairy Products","Norske Meierier","Beate Vileid"
10296,LILA-Supermercado,"Carlos Gonzalez",Michael,Suyama,1996-09-03,"Speedy Express",30,Pavlova,17.45,Confections,"Pavlova, Ltd.","Ian Devling"
10296,LILA-Supermercado,"Carlos Gonzalez",Michael,Suyama,1996-09-03,"Speedy Express",12,"Queso Cabrales",21,"Dairy Products","Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra"
10317,"Lonesome Pine Restaurant","Fran Wilson",Michael,Suyama,1996-09-30,"Speedy Express",20,Chais,18,Beverages,"Exotic Liquid","Charlotte Cooper"
10439,"Mere Paillarde","Jean Fresniere",Michael,Suyama,1997-02-07,"Federal Shipping",30,"Longlife Tofu",10,Produce,"Tokyo Traders","Yoshi Nagase"
10424,"Mere Paillarde","Jean Fresniere",Robert,King,1997-01-23,"United Package",30,"Scottish Longbreads",12.5,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10439,"Mere Paillarde","Jean Fresniere",Michael,Suyama,1997-02-07,"Federal Shipping",6,"Wimmers gute Semmelknodel",33.25,Grains/Cereals,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10424,"Mere Paillarde","Jean Fresniere",Robert,King,1997-01-23,"United Package",49,"Cote de Blaye",263.5,Beverages,"Aux joyeux ecclesiastiques","Guylene Nodier"
10424,"Mere Paillarde","Jean Fresniere",Robert,King,1997-01-23,"United Package",60,"Steeleye Stout",18,Beverages,"Bigfoot Breweries","Cheryl Saylor"
10439,"Mere Paillarde","Jean Fresniere",Michael,Suyama,1997-02-07,"Federal Shipping",16,Pavlova,17.45,Confections,"Pavlova, Ltd.","Ian Devling"
10439,"Mere Paillarde","Jean Fresniere",Michael,Suyama,1997-02-07,"Federal Shipping",15,"Queso Manchego La Pastora",38,"Dairy Products","Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra"
10260,"Old World Delicatessen","Rene Phillips",Margaret,Peacock,1996-07-19,"Speedy Express",21,"Outback Lager",15,Beverages,"Pavlova, Ltd.","Ian Devling"
10260,"Old World Delicatessen","Rene Phillips",Margaret,Peacock,1996-07-19,"Speedy Express",15,"Tarte au sucre",49.3,Confections,"Forets derables","Chantal Goulet"
10260,"Old World Delicatessen","Rene Phillips",Margaret,Peacock,1996-07-19,"Speedy Express",50,"Ravioli Angelo",19.5,Grains/Cereals,"Pasta Buttini s.r.l.","Giovanni Giudici"
10305,"Old World Delicatessen","Rene Phillips",Laura,Callahan,1996-09-13,"Federal Shipping",30,"Chartreuse verte",18,Beverages,"Aux joyeux ecclesiastiques","Guylene Nodier"
10260,"Old World Delicatessen","Rene Phillips",Margaret,Peacock,1996-07-19,"Speedy Express",16,"Jacks New England Clam Chowder",9.65,Seafood,"New England Seafood Cannery","Robb Merchant"
10338,"Old World Delicatessen","Rene Phillips",Margaret,Peacock,1996-10-25,"Federal Shipping",15,"Nord-Ost Matjeshering",25.89,Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen"
10305,"Old World Delicatessen","Rene Phillips",Laura,Callahan,1996-09-13,"Federal Shipping",25,"Thuringer Rostbratwurst",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10338,"Old World Delicatessen","Rene Phillips",Margaret,Peacock,1996-10-25,"Federal Shipping",20,"Alice Mutton",39,Meat/Poultry,"Pavlova, Ltd.","Ian Devling"
10305,"Old World Delicatessen","Rene Phillips",Laura,Callahan,1996-09-13,"Federal Shipping",25,"Carnarvon Tigers",62.5,Seafood,"Pavlova, Ltd.","Ian Devling"
10322,"Pericles Comidas clasicas","Guillermo Fernandez",Robert,King,1996-10-04,"Federal Shipping",20,"Filo Mix",7,Grains/Cereals,"Gday, Mate","Wendy Mackenzie"
10354,"Pericles Comidas clasicas","Guillermo Fernandez",Laura,Callahan,1996-11-14,"Federal Shipping",4,"Thuringer Rostbratwurst",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10354,"Pericles Comidas clasicas","Guillermo Fernandez",Laura,Callahan,1996-11-14,"Federal Shipping",12,Chais,18,Beverages,"Exotic Liquid","Charlotte Cooper"
10353,"Piccolo und mehr","Georg Pipps",Robert,King,1996-11-13,"Federal Shipping",50,"Cote de Blaye",263.5,Beverages,"Aux joyeux ecclesiastiques","Guylene Nodier"
10427,"Piccolo und mehr","Georg Pipps",Margaret,Peacock,1997-01-27,"United Package",35,Tofu,23.25,Produce,Mayumis,"Mayumi Ohno"
10353,"Piccolo und mehr","Georg Pipps",Robert,King,1996-11-13,"Federal Shipping",12,"Queso Cabrales",21,"Dairy Products","Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra"
10397,"Princesa Isabel Vinhoss","Isabel de Castro",Steven,Buchanan,1996-12-27,"Speedy Express",18,"Manjimup Dried Apples",53,Produce,"Gday, Mate","Wendy Mackenzie"
10397,"Princesa Isabel Vinhoss","Isabel de Castro",Steven,Buchanan,1996-12-27,"Speedy Express",10,"Sir Rodneys Scones",10,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10336,"Princesa Isabel Vinhoss","Isabel de Castro",Robert,King,1996-10-23,"United Package",18,"Chef Antons Cajun Seasoning",22,Condiments,"New Orleans Cajun Delights","Shelley Burke"
10421,"Que Delicia","Bernardo Batista",Laura,Callahan,1997-01-21,"Speedy Express",10,"Original Frankfurter grune Sosse",13,Condiments,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10421,"Que Delicia","Bernardo Batista",Laura,Callahan,1997-01-21,"Speedy Express",15,"Perth Pasties",32.8,Meat/Poultry,"Gday, Mate","Wendy Mackenzie"
10291,"Que Delicia","Bernardo Batista",Michael,Suyama,1996-08-27,"United Package",2,"Manjimup Dried Apples",53,Produce,"Gday, Mate","Wendy Mackenzie"
10291,"Que Delicia","Bernardo Batista",Michael,Suyama,1996-08-27,"United Package",24,"Gula Malacca",19.45,Condiments,"Leka Trading","Chandra Leka"
10261,"Que Delicia","Bernardo Batista",Margaret,Peacock,1996-07-19,"United Package",20,"Steeleye Stout",18,Beverages,"Bigfoot Breweries","Cheryl Saylor"
10421,"Que Delicia","Bernardo Batista",Laura,Callahan,1997-01-21,"Speedy Express",30,"Gumbar Gummibarchen",31.23,Confections,"Heli Susswaren GmbH and Co. KG","Petra Winkler"
10421,"Que Delicia","Bernardo Batista",Laura,Callahan,1997-01-21,"Speedy Express",4,"Teatime Chocolate Biscuits",9.2,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10291,"Que Delicia","Bernardo Batista",Michael,Suyama,1996-08-27,"United Package",20,Konbu,6,Seafood,Mayumis,"Mayumi Ohno"
10261,"Que Delicia","Bernardo Batista",Margaret,Peacock,1996-07-19,"United Package",20,"Sir Rodneys Scones",10,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10372,"Queen Cozinha","Lucia Carvalho",Steven,Buchanan,1996-12-04,"United Package",42,"Mozzarella di Giovanni",34.8,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10372,"Queen Cozinha","Lucia Carvalho",Steven,Buchanan,1996-12-04,"United Package",70,"Camembert Pierrot",34,"Dairy Products","Gai paturage","Eliane Noz"
10406,"Queen Cozinha","Lucia Carvalho",Robert,King,1997-01-07,"Speedy Express",2,"Boston Crab Meat",18.4,Seafood,"New England Seafood Cannery","Robb Merchant"
10406,"Queen Cozinha","Lucia Carvalho",Robert,King,1997-01-07,"Speedy Express",5,"Inlagd Sill",19,Seafood,"Svensk Sjofoda AB","Michael Bjorn"
10372,"Queen Cozinha","Lucia Carvalho",Steven,Buchanan,1996-12-04,"United Package",40,"Cote de Blaye",263.5,Beverages,"Aux joyeux ecclesiastiques","Guylene Nodier"
10406,"Queen Cozinha","Lucia Carvalho",Robert,King,1997-01-07,"Speedy Express",42,"Rossle Sauerkraut",45.6,Produce,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10406,"Queen Cozinha","Lucia Carvalho",Robert,King,1997-01-07,"Speedy Express",30,"Sir Rodneys Scones",10,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10372,"Queen Cozinha","Lucia Carvalho",Steven,Buchanan,1996-12-04,"United Package",12,"Sir Rodneys Marmalade",81,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10406,"Queen Cozinha","Lucia Carvalho",Robert,King,1997-01-07,"Speedy Express",10,Chais,18,Beverages,"Exotic Liquid","Charlotte Cooper"
10418,QUICK-Stop,"Horst Kloss",Margaret,Peacock,1997-01-17,"Speedy Express",15,"Longlife Tofu",10,Produce,"Tokyo Traders","Yoshi Nagase"
10418,QUICK-Stop,"Horst Kloss",Margaret,Peacock,1997-01-17,"Speedy Express",16,"Sirop derable",28.5,Condiments,"Forets derables","Chantal Goulet"
10286,QUICK-Stop,"Horst Kloss",Laura,Callahan,1996-08-21,"Federal Shipping",40,"Tarte au sucre",49.3,Confections,"Forets derables","Chantal Goulet"
10418,QUICK-Stop,"Horst Kloss",Margaret,Peacock,1997-01-17,"Speedy Express",55,"Zaanse koeken",9.5,Confections,"Zaanse Snoepfabriek","Dirk Luchte"
10286,QUICK-Stop,"Horst Kloss",Laura,Callahan,1996-08-21,"Federal Shipping",100,"Steeleye Stout",18,Beverages,"Bigfoot Breweries","Cheryl Saylor"
10418,QUICK-Stop,"Horst Kloss",Margaret,Peacock,1997-01-17,"Speedy Express",60,Chang,19,Beverages,"Exotic Liquid","Charlotte Cooper"
10294,"Rattlesnake Canyon Grocery","Paula Wilson",Margaret,Peacock,1996-08-30,"United Package",6,"Rhonbrau Klosterbier",7.75,Beverages,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10272,"Rattlesnake Canyon Grocery","Paula Wilson",Michael,Suyama,1996-08-02,"United Package",24,"Mozzarella di Giovanni",34.8,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10294,"Rattlesnake Canyon Grocery","Paula Wilson",Margaret,Peacock,1996-08-30,"United Package",21,"Camembert Pierrot",34,"Dairy Products","Gai paturage","Eliane Noz"
10262,"Rattlesnake Canyon Grocery","Paula Wilson",Laura,Callahan,1996-07-22,"Federal Shipping",2,"Gnocchi di nonna Alice",38,Grains/Cereals,"Pasta Buttini s.r.l.","Giovanni Giudici"
10294,"Rattlesnake Canyon Grocery","Paula Wilson",Margaret,Peacock,1996-08-30,"United Package",15,"Ipoh Coffee",46,Beverages,"Leka Trading","Chandra Leka"
10272,"Rattlesnake Canyon Grocery","Paula Wilson",Michael,Suyama,1996-08-02,"United Package",40,"Gorgonzola Telino",12.5,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10294,"Rattlesnake Canyon Grocery","Paula Wilson",Margaret,Peacock,1996-08-30,"United Package",15,"Alice Mutton",39,Meat/Poultry,"Pavlova, Ltd.","Ian Devling"
10272,"Rattlesnake Canyon Grocery","Paula Wilson",Michael,Suyama,1996-08-02,"United Package",6,"Sir Rodneys Marmalade",81,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10294,"Rattlesnake Canyon Grocery","Paula Wilson",Margaret,Peacock,1996-08-30,"United Package",18,Chais,18,Beverages,"Exotic Liquid","Charlotte Cooper"
10262,"Rattlesnake Canyon Grocery","Paula Wilson",Laura,Callahan,1996-07-22,"Federal Shipping",15,"Uncle Bobs Organic Dried Pears",30,Produce,"Grandma Kellys Homestead","Regina Murphy"
10262,"Rattlesnake Canyon Grocery","Paula Wilson",Laura,Callahan,1996-07-22,"Federal Shipping",12,"Chef Antons Gumbo Mix",21.35,Condiments,"New Orleans Cajun Delights","Shelley Burke"
10288,"Reggiani Caseifici","Maurizio Moroni",Margaret,Peacock,1996-08-23,"Speedy Express",3,"Scottish Longbreads",12.5,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10288,"Reggiani Caseifici","Maurizio Moroni",Margaret,Peacock,1996-08-23,"Speedy Express",10,Tourtiere,7.45,Meat/Poultry,"Ma Maison","Jean-Guy Lauzon"
10428,"Reggiani Caseifici","Maurizio Moroni",Robert,King,1997-01-28,"Speedy Express",20,Spegesild,12,Seafood,Lyngbysild,"Niels Petersen"
10443,"Reggiani Caseifici","Maurizio Moroni",Laura,Callahan,1997-02-12,"Speedy Express",12,"Rossle Sauerkraut",45.6,Produce,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10443,"Reggiani Caseifici","Maurizio Moroni",Laura,Callahan,1997-02-12,"Speedy Express",6,"Queso Cabrales",21,"Dairy Products","Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra"
10299,"Ricardo Adocicados","Janete Limeira",Margaret,Peacock,1996-09-06,"United Package",20,"Outback Lager",15,Beverages,"Pavlova, Ltd.","Ian Devling"
10287,"Ricardo Adocicados","Janete Limeira",Laura,Callahan,1996-08-22,"Federal Shipping",15,Spegesild,12,Seafood,Lyngbysild,"Niels Petersen"
10287,"Ricardo Adocicados","Janete Limeira",Laura,Callahan,1996-08-22,"Federal Shipping",20,"Sasquatch Ale",14,Beverages,"Bigfoot Breweries","Cheryl Saylor"
10299,"Ricardo Adocicados","Janete Limeira",Margaret,Peacock,1996-09-06,"United Package",15,"Teatime Chocolate Biscuits",9.2,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10287,"Ricardo Adocicados","Janete Limeira",Laura,Callahan,1996-08-22,"Federal Shipping",40,Pavlova,17.45,Confections,"Pavlova, Ltd.","Ian Devling"
10419,"Richter Supermarkt","Michael Holz",Margaret,Peacock,1997-01-20,"United Package",20,Gudbrandsdalsost,36,"Dairy Products","Norske Meierier","Beate Vileid"
10419,"Richter Supermarkt","Michael Holz",Margaret,Peacock,1997-01-20,"United Package",60,"Camembert Pierrot",34,"Dairy Products","Gai paturage","Eliane Noz"
10255,"Richter Supermarkt","Michael Holz",Anne,Dodsworth,1996-07-12,"Federal Shipping",30,"Raclette Courdavault",55,"Dairy Products","Gai paturage","Eliane Noz"
10255,"Richter Supermarkt","Michael Holz",Anne,Dodsworth,1996-07-12,"Federal Shipping",25,"Inlagd Sill",19,Seafood,"Svensk Sjofoda AB","Michael Bjorn"
10255,"Richter Supermarkt","Michael Holz",Anne,Dodsworth,1996-07-12,"Federal Shipping",35,Pavlova,17.45,Confections,"Pavlova, Ltd.","Ian Devling"
10255,"Richter Supermarkt","Michael Holz",Anne,Dodsworth,1996-07-12,"Federal Shipping",20,Chang,19,Beverages,"Exotic Liquid","Charlotte Cooper"
10282,"Romero y tomillo","Alejandra Camino",Margaret,Peacock,1996-08-15,"Speedy Express",2,"Ravioli Angelo",19.5,Grains/Cereals,"Pasta Buttini s.r.l.","Giovanni Giudici"
10281,"Romero y tomillo","Alejandra Camino",Margaret,Peacock,1996-08-14,"Speedy Express",4,"Steeleye Stout",18,Beverages,"Bigfoot Breweries","Cheryl Saylor"
10282,"Romero y tomillo","Alejandra Camino",Margaret,Peacock,1996-08-15,"Speedy Express",6,"Nord-Ost Matjeshering",25.89,Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen"
10281,"Romero y tomillo","Alejandra Camino",Margaret,Peacock,1996-08-14,"Speedy Express",6,"Guarana Fantastica",4.5,Beverages,"Refrescos Americanas LTDA","Carlos Diaz"
10281,"Romero y tomillo","Alejandra Camino",Margaret,Peacock,1996-08-14,"Speedy Express",1,"Teatime Chocolate Biscuits",9.2,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10440,"Save-a-lot Markets","Jose Pavarotti",Margaret,Peacock,1997-02-10,"United Package",90,"Sirop derable",28.5,Condiments,"Forets derables","Chantal Goulet"
10324,"Save-a-lot Markets","Jose Pavarotti",Anne,Dodsworth,1996-10-08,"Speedy Express",40,"Raclette Courdavault",55,"Dairy Products","Gai paturage","Eliane Noz"
10324,"Save-a-lot Markets","Jose Pavarotti",Anne,Dodsworth,1996-10-08,"Speedy Express",80,Vegie-spread,43.9,Condiments,"Pavlova, Ltd.","Ian Devling"
10324,"Save-a-lot Markets","Jose Pavarotti",Anne,Dodsworth,1996-10-08,"Speedy Express",30,Spegesild,12,Seafood,Lyngbysild,"Niels Petersen"
10324,"Save-a-lot Markets","Jose Pavarotti",Anne,Dodsworth,1996-10-08,"Speedy Express",70,"Steeleye Stout",18,Beverages,"Bigfoot Breweries","Cheryl Saylor"
10440,"Save-a-lot Markets","Jose Pavarotti",Margaret,Peacock,1997-02-10,"United Package",24,"Thuringer Rostbratwurst",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10440,"Save-a-lot Markets","Jose Pavarotti",Margaret,Peacock,1997-02-10,"United Package",49,Pavlova,17.45,Confections,"Pavlova, Ltd.","Ian Devling"
10324,"Save-a-lot Markets","Jose Pavarotti",Anne,Dodsworth,1996-10-08,"Speedy Express",21,Pavlova,17.45,Confections,"Pavlova, Ltd.","Ian Devling"
10440,"Save-a-lot Markets","Jose Pavarotti",Margaret,Peacock,1997-02-10,"United Package",45,Chang,19,Beverages,"Exotic Liquid","Charlotte Cooper"
10359,"Seven Seas Imports","Hari Kumar",Steven,Buchanan,1996-11-21,"Federal Shipping",80,"Camembert Pierrot",34,"Dairy Products","Gai paturage","Eliane Noz"
10359,"Seven Seas Imports","Hari Kumar",Steven,Buchanan,1996-11-21,"Federal Shipping",70,"Gorgonzola Telino",12.5,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10359,"Seven Seas Imports","Hari Kumar",Steven,Buchanan,1996-11-21,"Federal Shipping",56,Pavlova,17.45,Confections,"Pavlova, Ltd.","Ian Devling"
10417,"Simons bistro","Jytte Petersen",Margaret,Peacock,1997-01-16,"Federal Shipping",35,"Original Frankfurter grune Sosse",13,Condiments,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10417,"Simons bistro","Jytte Petersen",Margaret,Peacock,1997-01-16,"Federal Shipping",36,"Scottish Longbreads",12.5,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10341,"Simons bistro","Jytte Petersen",Robert,King,1996-10-29,"Federal Shipping",9,"Raclette Courdavault",55,"Dairy Products","Gai paturage","Eliane Noz"
10417,"Simons bistro","Jytte Petersen",Margaret,Peacock,1997-01-16,"Federal Shipping",2,Spegesild,12,Seafood,Lyngbysild,"Niels Petersen"
10417,"Simons bistro","Jytte Petersen",Margaret,Peacock,1997-01-16,"Federal Shipping",50,"Cote de Blaye",263.5,Beverages,"Aux joyeux ecclesiastiques","Guylene Nodier"
10341,"Simons bistro","Jytte Petersen",Robert,King,1996-10-29,"Federal Shipping",8,Geitost,2.5,"Dairy Products","Norske Meierier","Beate Vileid"
10369,"Split Rail Beer & Ale","Art Braunschweiger",Laura,Callahan,1996-12-02,"United Package",18,"Gnocchi di nonna Alice",38,Grains/Cereals,"Pasta Buttini s.r.l.","Giovanni Giudici"
10329,"Split Rail Beer & Ale","Art Braunschweiger",Margaret,Peacock,1996-10-15,"United Package",12,"Gnocchi di nonna Alice",38,Grains/Cereals,"Pasta Buttini s.r.l.","Giovanni Giudici"
10349,"Split Rail Beer & Ale","Art Braunschweiger",Robert,King,1996-11-08,"Speedy Express",24,Tourtiere,7.45,Meat/Poultry,"Ma Maison","Jean-Guy Lauzon"
10329,"Split Rail Beer & Ale","Art Braunschweiger",Margaret,Peacock,1996-10-15,"United Package",20,"Cote de Blaye",263.5,Beverages,"Aux joyeux ecclesiastiques","Guylene Nodier"
10271,"Split Rail Beer & Ale","Art Braunschweiger",Michael,Suyama,1996-08-01,"United Package",24,Geitost,2.5,"Dairy Products","Norske Meierier","Beate Vileid"
10369,"Split Rail Beer & Ale","Art Braunschweiger",Laura,Callahan,1996-12-02,"United Package",20,"Thuringer Rostbratwurst",123.79,Meat/Poultry,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10329,"Split Rail Beer & Ale","Art Braunschweiger",Margaret,Peacock,1996-10-15,"United Package",8,"Nord-Ost Matjeshering",25.89,Seafood,"Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen"
10329,"Split Rail Beer & Ale","Art Braunschweiger",Margaret,Peacock,1996-10-15,"United Package",10,"Teatime Chocolate Biscuits",9.2,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10252,"Supremes delices","Pascale Cartrain",Margaret,Peacock,1996-07-09,"United Package",40,"Camembert Pierrot",34,"Dairy Products","Gai paturage","Eliane Noz"
10302,"Supremes delices","Pascale Cartrain",Margaret,Peacock,1996-09-10,"United Package",12,"Ipoh Coffee",46,Beverages,"Leka Trading","Chandra Leka"
10252,"Supremes delices","Pascale Cartrain",Margaret,Peacock,1996-07-09,"United Package",25,Geitost,2.5,"Dairy Products","Norske Meierier","Beate Vileid"
10302,"Supremes delices","Pascale Cartrain",Margaret,Peacock,1996-09-10,"United Package",28,"Rossle Sauerkraut",45.6,Produce,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10302,"Supremes delices","Pascale Cartrain",Margaret,Peacock,1996-09-10,"United Package",40,"Alice Mutton",39,Meat/Poultry,"Pavlova, Ltd.","Ian Devling"
10252,"Supremes delices","Pascale Cartrain",Margaret,Peacock,1996-07-09,"United Package",40,"Sir Rodneys Marmalade",81,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10310,"The Big Cheese","Liz Nixon",Laura,Callahan,1996-09-20,"United Package",5,"Tarte au sucre",49.3,Confections,"Forets derables","Chantal Goulet"
10310,"The Big Cheese","Liz Nixon",Laura,Callahan,1996-09-20,"United Package",10,Pavlova,17.45,Confections,"Pavlova, Ltd.","Ian Devling"
10319,"Tortuga Restaurante","Miguel Angel Paolino",Robert,King,1996-10-02,"Federal Shipping",30,Lakkalikoori,18,Beverages,"Karkki Oy","Anne Heikkonen"
10319,"Tortuga Restaurante","Miguel Angel Paolino",Robert,King,1996-10-02,"Federal Shipping",14,"Rossle Sauerkraut",45.6,Produce,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10319,"Tortuga Restaurante","Miguel Angel Paolino",Robert,King,1996-10-02,"Federal Shipping",8,"Alice Mutton",39,Meat/Poultry,"Pavlova, Ltd.","Ian Devling"
10276,"Tortuga Restaurante","Miguel Angel Paolino",Laura,Callahan,1996-08-08,"Federal Shipping",10,Konbu,6,Seafood,Mayumis,"Mayumi Ohno"
10276,"Tortuga Restaurante","Miguel Angel Paolino",Laura,Callahan,1996-08-08,"Federal Shipping",15,Ikura,31,Seafood,"Tokyo Traders","Yoshi Nagase"
10249,"Tradicao Hipermercados","Anabela Domingues",Michael,Suyama,1996-07-05,"Speedy Express",40,"Manjimup Dried Apples",53,Produce,"Gday, Mate","Wendy Mackenzie"
10249,"Tradicao Hipermercados","Anabela Domingues",Michael,Suyama,1996-07-05,"Speedy Express",9,Tofu,23.25,Produce,Mayumis,"Mayumi Ohno"
10399,Vaffeljernet,"Palle Ibsen",Laura,Callahan,1996-12-31,"Federal Shipping",35,Lakkalikoori,18,Beverages,"Karkki Oy","Anne Heikkonen"
10399,Vaffeljernet,"Palle Ibsen",Laura,Callahan,1996-12-31,"Federal Shipping",30,Flotemysost,21.5,"Dairy Products","Norske Meierier","Beate Vileid"
10399,Vaffeljernet,"Palle Ibsen",Laura,Callahan,1996-12-31,"Federal Shipping",14,"Original Frankfurter grune Sosse",13,Condiments,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10399,Vaffeljernet,"Palle Ibsen",Laura,Callahan,1996-12-31,"Federal Shipping",60,"Scottish Longbreads",12.5,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10367,Vaffeljernet,"Palle Ibsen",Robert,King,1996-11-28,"Federal Shipping",7,"Original Frankfurter grune Sosse",13,Condiments,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein"
10367,Vaffeljernet,"Palle Ibsen",Robert,King,1996-11-28,"Federal Shipping",15,"Louisiana Fiery Hot Pepper Sauce",21.05,Condiments,"New Orleans Cajun Delights","Shelley Burke"
10367,Vaffeljernet,"Palle Ibsen",Robert,King,1996-11-28,"Federal Shipping",18,Tourtiere,7.45,Meat/Poultry,"Ma Maison","Jean-Guy Lauzon"
10367,Vaffeljernet,"Palle Ibsen",Robert,King,1996-11-28,"Federal Shipping",36,"Sasquatch Ale",14,Beverages,"Bigfoot Breweries","Cheryl Saylor"
10334,"Victuailles en stock","Mary Saveley",Laura,Callahan,1996-10-21,"United Package",10,"Scottish Longbreads",12.5,Confections,"Specialty Biscuits, Ltd.","Peter Wilson"
10334,"Victuailles en stock","Mary Saveley",Laura,Callahan,1996-10-21,"United Package",8,"Filo Mix",7,Grains/Cereals,"Gday, Mate","Wendy Mackenzie"
10274,"Vins et alcools Chevalier","Paul Henriot",Michael,Suyama,1996-08-06,"Speedy Express",7,"Mozzarella di Giovanni",34.8,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10274,"Vins et alcools Chevalier","Paul Henriot",Michael,Suyama,1996-08-06,"Speedy Express",20,Flotemysost,21.5,"Dairy Products","Norske Meierier","Beate Vileid"
10356,"Die Wandernde Kuh","Rita Muller",Michael,Suyama,1996-11-18,"United Package",20,Gudbrandsdalsost,36,"Dairy Products","Norske Meierier","Beate Vileid"
10301,"Die Wandernde Kuh","Rita Muller",Laura,Callahan,1996-09-09,"United Package",20,"Gnocchi di nonna Alice",38,Grains/Cereals,"Pasta Buttini s.r.l.","Giovanni Giudici"
10356,"Die Wandernde Kuh","Rita Muller",Michael,Suyama,1996-11-18,"United Package",12,"Pate chinois",24,Meat/Poultry,"Ma Maison","Jean-Guy Lauzon"
10301,"Die Wandernde Kuh","Rita Muller",Laura,Callahan,1996-09-09,"United Package",10,"Boston Crab Meat",18.4,Seafood,"New England Seafood Cannery","Robb Merchant"
10356,"Die Wandernde Kuh","Rita Muller",Michael,Suyama,1996-11-18,"United Package",30,"Gorgonzola Telino",12.5,"Dairy Products","Formaggi Fortini s.r.l.","Elio Rossi"
10348,"Die Wandernde Kuh","Rita Muller",Margaret,Peacock,1996-11-07,"United Package",25,Tunnbrod,9,Grains/Cereals,"PB Knackebrod AB","Lars Peterson"
10348,"Die Wandernde Kuh","Rita Muller",Margaret,Peacock,1996-11-07,"United Package",15,Chais,18,Beverages,"Exotic Liquid","Charlotte Cooper"
10333,"Wartian Herkku","Pirkko Koskitalo",Steven,Buchanan,1996-10-18,"Federal Shipping",40,Flotemysost,21.5,"Dairy Products","Norske Meierier","Beate Vileid"
